name,funding_total_usd,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
Innovative Micro Technology,17000000.0,USA,Santa Barbara,1,2005-02-01,2005-02-01,2000,1,Manufacturing,1
Pharmacy Development,15000.0,USA,Irvine,1,2009-04-07,2009-04-07,2007,1,Biotechnology,0
Replication Medical,1709999.0,USA,Cranbury,3,2009-11-30,2011-04-25,2012,1,Biotechnology,1
Soflow,5000000.0,USA,Cambridge,1,2006-04-28,2006-04-28,2012,1,Social Media,1
Tabacus Initative,40000.0,CHL,Santiago,1,2013-03-01,2013-03-01,2013,1,Mobile,0
Spinnakr,1200000.0,USA,Palo Alto,2,2011-10-26,2013-06-10,2010,1,Analytics,1
QMCODES,300000.0,AUS,Melbourne,2,2007-05-01,2008-06-01,2007,0,CRM,0
SnapAFilm,3000.0,USA,San Francisco,1,2015-09-07,2015-09-07,2015,0,Apps,0
Texas Energy Network,23195725.0,USA,Houston,3,2012-01-04,2014-03-18,2010,1,Mobile,1
SPORTLOGiQ,2179233.0,CAN,Montréal,2,2013-11-01,2015-07-15,2014,1,Sports,1
MixMatch.house,,USA,Los Angeles,1,2015-06-16,2015-06-16,2015,1,Hotels,3
Movirtu,5500000.0,GBR,London,1,2010-11-11,2010-11-11,2008,2,Audio,1
Anagnostics,3790000.0,USA,San Francisco,1,2009-02-27,2009-02-27,2012,1,Biotechnology,1
NMotive Research,15079.0,USA,San Francisco,1,2013-01-01,2013-01-01,2012,0,Eyewear,0
Readz,13595000.0,USA,Woodland Hills,4,2011-08-10,2015-07-16,2011,1,Content,1
Sequoia Communications,74000000.0,USA,San Diego,7,2004-11-09,2009-06-02,2000,0,Semiconductors,1
Kapow,1600000.0,USA,Chicago,1,2012-12-04,2012-12-04,2012,1,B2B,1
TVibes,825000.0,USA,San Francisco,1,2015-01-01,2015-01-01,2015,0,Software,0
Rattle,20000.0,USA,Wilsonville,1,2010-06-01,2010-06-01,2010,1,Apps,0
LingoMotors,,USA,Cambridge,1,2000-01-01,2000-01-01,2012,0,Technology,3
Venovate,,USA,San Francisco,1,2014-01-01,2014-01-01,2013,1,Crowdfunding,3
Chunk Moto,25000.0,USA,San Francisco,1,2012-01-01,2012-01-01,2012,1,Automotive,0
Vericare Management,19000000.0,USA,San Diego,4,2006-11-16,2014-02-10,1991,1,Health and Wellness,1
my6sense,7500000.0,USA,New York,4,2008-01-01,2013-06-27,2007,2,Advertising,1
Pretio Interactive,,CAN,Victoria,1,2013-07-12,2013-07-12,2012,1,Curated Web,3
ShowMe VIdeoke,100000.0,USA,Las Vegas,1,2014-01-03,2014-01-03,2012,1,Contests,0
Aider,44645.0,KOR,San Francisco,1,2013-08-22,2013-08-22,2012,1,Medical Devices,0
Azimo,31591693.0,GBR,London,4,2013-01-01,2015-06-15,2012,1,Curated Web,1
SiteSpect,13000000.0,USA,Boston,1,2015-01-06,2015-01-06,2004,1,Optimization,1
SmartCup,2769598.0,USA,Auburn,1,2011-02-03,2011-02-03,2012,1,Hospitality,1
Second Half Playbook,500000.0,USA,Sarasota,1,2010-03-01,2010-03-01,2010,0,Curated Web,0
PC Enterprises,41250.0,USA,San Francisco,1,2014-12-01,2014-12-01,2012,1,Pets,0
Interactive Kiosk Network,350000.0,USA,Norwalk,1,2015-04-28,2015-04-28,2012,1,Media,0
Venation,10200000.0,GBR,Ipswich,1,2001-02-19,2001-02-19,2001,1,Contact Management,1
Metabolix,31000000.0,USA,Cambridge,2,2011-05-05,2014-08-04,1992,2,Biotechnology,1
Family-Mingle,100000.0,USA,San Francisco,1,2007-09-01,2007-09-01,2008,1,Curated Web,0
Tetherball,666000.0,USA,Carmel,2,2010-01-21,2010-03-11,2008,1,Advertising,0
Accent Custom Finishings & Design Center,,USA,Ruskin,1,2014-04-17,2014-04-17,2012,1,Consumer Goods,3
Flier Inc.,,USA,San Francisco,1,2014-07-02,2014-07-02,2012,1,Software,3
SuperDerivatives,20000000.0,ISR,Tel Aviv,2,2008-01-01,2008-01-01,2000,2,Analytics,1
Zoyi,650000.0,KOR,Seoul,2,2011-09-01,2013-07-13,2010,1,Advertising,0
Ogorod,1400000.0,RUS,Moscow,2,2009-03-08,2011-09-13,2009,0,Interest Graph,1
LAVEGO,428000.0,DEU,München,1,2007-10-21,2007-10-21,2012,1,Finance,0
dateIITians,20000.0,IND,Bangalore,1,2011-12-28,2011-12-28,2012,1,Facebook Applications,0
Myndbee Inc.,2500000.0,USA,Irving,1,2015-06-12,2015-06-12,2014,1,Chat,1
Riskalyze,3542005.0,USA,Auburn,5,2012-06-15,2015-01-14,2011,1,Finance,1
DoStuff Media,372500.0,USA,Austin,1,2014-10-27,2014-10-27,2010,1,Digital Media,0
Yikuaiqu,,CHN,Guangzhou,1,2014-01-27,2014-01-27,2011,1,Travel,3
Michael B. White Enterprises,,USA,North Little Rock,1,2012-10-04,2012-10-04,2011,1,Entertainment,3
Mode Media (fka Glam Media),244600000.0,USA,Brisbane,11,2004-07-01,2015-05-21,2003,1,Content Creators,2
MediaVast,4715000000.0,USA,New York,2,2003-06-30,2006-05-17,1999,2,Advertising,2
Deepwater Corrosion Services,3500000.0,USA,Houston,1,2012-09-28,2012-09-28,1986,1,Oil & Gas,1
Simplilearn,28000000.0,USA,Scotts Valley,3,2012-04-05,2015-04-23,2009,1,Certification Test,1
C3 Online Marketing,1290000.0,CAN,Toronto,1,2006-03-17,2006-03-17,2012,0,Advertising,1
Slantpoint Media Group LLC,1350.0,USA,Indianapolis,1,2014-06-30,2014-06-30,2014,1,News,0
Mixmax,1500000.0,USA,San Francisco,1,2015-04-21,2015-04-21,2014,1,Software,1
Shot Stats,325000.0,USA,Atlanta,6,2013-12-01,2015-06-11,2013,1,Mobile,0
DashBurst,15529.0,USA,Las Vegas,1,2014-05-21,2014-05-21,2012,1,Analytics,0
Friendbuy,1500000.0,USA,Los Angeles,1,2010-11-15,2010-11-15,2010,1,Enterprise Software,1
MedVentive,28400000.0,USA,Waltham,6,2006-10-10,2011-10-21,1997,1,Software,1
LIVEhouse.in,1650000.0,TWN,Taipei,2,2014-12-03,2015-01-12,2012,1,Broadcasting,1
Nugg-it,600000.0,USA,Cincinnati,1,2013-03-01,2013-03-01,2011,0,Manufacturing,0
Dasher,2090000.0,USA,New York,2,2014-10-14,2015-06-10,2013,1,Chat,1
Mindoula Health,175000.0,USA,Bethesda,1,2014-05-27,2014-05-27,2013,1,Fitness,0
MarthasCottage,137713.0,USA,San Francisco,1,2014-03-01,2014-03-01,2013,0,Distribution,0
Meetings.io,1800000.0,USA,San Francisco,2,2010-03-06,2011-07-10,2010,2,Curated Web,1
Predixion Software,36825000.0,USA,San Juan Capistrano,5,2010-06-03,2015-04-27,2009,1,Software,1
Quandoo,39500000.0,USA,San Francisco,5,2013-02-01,2014-10-27,2012,2,Local Businesses,1
Stickybits,1900000.0,USA,New York,2,2010-03-09,2010-05-19,2009,0,Curated Web,1
Zepo,,IND,Mumbai,2,2014-09-01,2014-12-16,2011,1,Creative,3
Mirriad,11963544.0,GBR,London,7,2010-11-24,2015-05-20,2008,1,Advertising,1
Earthanol,3440000.0,USA,Newport Beach,1,2007-03-04,2007-03-04,2012,0,Software,1
Airtable,10600000.0,USA,San Francisco,3,2013-03-18,2015-06-29,2012,1,Business Productivity,1
ALTATHERA Pharmaceuticals,2000000.0,USA,Chicago,2,2015-01-30,2015-07-31,2012,1,Health and Wellness,1
Motion Engine,1000000.0,CAN,Montréal,1,2014-01-20,2014-01-20,2013,1,Manufacturing,0
Sproutling,6550924.0,USA,San Francisco,1,2015-01-29,2015-01-29,2012,1,Hardware + Software,1
mDialog,8027970.0,CAN,Toronto,2,2007-10-31,2011-09-28,2005,2,Advertising,1
Dutch Learning Company,,USA,San Francisco,1,2013-12-12,2013-12-12,2008,0,Software,3
eClinics.in,,IND,Ahmedabad,1,2014-03-15,2014-03-15,2014,1,Software,3
Austhink Software,3770000.0,AUS,Melbourne,1,2007-11-02,2007-11-02,2004,1,Software,1
Styletag.com,7500000.0,IND,Bangalore,1,2015-11-17,2015-11-17,2012,0,Retail,1
BitAnimate,1000000.0,USA,Lake Oswego,1,2014-04-03,2014-04-03,2012,1,Software,0
Omniref,120000.0,USA,San Francisco,1,2014-12-01,2014-12-01,2012,1,Search,0
Book of Odds,2000000.0,USA,Boston,1,2010-01-29,2010-01-29,2006,1,Big Data Analytics,1
Plannet Group,,USA,Columbus,1,2004-10-01,2004-10-01,2002,1,Network Security,3
Runner,50000.0,USA,Los Angeles,1,2013-08-17,2013-08-17,2013,1,Crowdsourcing,0
Cloudmach,2000000.0,USA,Sunnyvale,1,2012-08-01,2012-08-01,2008,1,Entertainment,1
Blueacre Technologoy,4826548.16001258,IRL,Louth,1,2015-11-11,2015-11-11,2006,1,Manufacturing,1
Environmental Operations,5850000.0,USA,St Louis,1,2009-04-15,2009-04-15,1986,1,Clean Technology,1
Veristorm,1500000.0,USA,Santa Clara,1,2013-09-15,2013-09-15,2013,1,Software,1
SphereUp,3700000.0,USA,Sunnyvale,1,2012-01-01,2012-01-01,2010,2,SaaS,1
Dryad,460222.0,KOR,Seoul,1,2013-01-30,2013-01-30,2012,1,Games,0
Zipongo,10028000.0,USA,San Francisco,6,2011-03-23,2014-12-23,2010,1,Apps,1
Rangespan,5000000.0,GBR,London,1,2012-12-07,2012-12-07,2011,2,Analytics,1
Adello Inc,2000000.0,USA,Redwood City,1,2014-08-12,2014-08-12,2012,1,Advertising,1
Access Systems,1300000.0,USA,Reston,1,2012-04-01,2012-04-01,2012,1,Business Services,1
ANDbio,,USA,San Francisco,1,2014-11-06,2014-11-06,2010,1,Biotechnology,3
amaysim,153721622.0,AUS,Sydney,2,2010-11-01,2015-07-15,2010,2,Mobile,2
Delphi Optics GmbH,1010128.0,USA,San Francisco,1,2010-03-31,2010-03-31,2009,1,Computer Vision,1
LocalYoo.com,,ISR,Ra'anana,1,2014-12-31,2014-12-31,2014,1,Collaborative Consumption,3
Infused Medical Technology,4380002.0,USA,Dallas,2,2013-12-19,2014-08-14,2012,1,Health and Wellness,1
Light Magic,,USA,Albuquerque,1,2014-06-11,2014-06-11,2014,1,Entertainment,3
kabuku Inc.,11400000.0,JPN,Tokyo,3,2014-06-06,2015-11-25,2013,1,3D Printing,1
Ticket blue,,USA,Brooklyn,1,2014-12-18,2014-12-18,2014,1,Enterprises,3
New World Development Group,50000.0,USA,Washington,1,2012-07-05,2012-07-05,2012,1,Construction,0
Corpnet,,USA,Las Vegas,1,2014-12-31,2014-12-31,2007,1,Consulting,3
Nummorum,3000000.0,USA,San Francisco,1,2014-07-18,2014-07-18,2011,1,Finance,1
Bentonville International Group,,USA,Bentonville,1,2008-07-30,2008-07-30,2007,1,Consulting,3
Waple,,KOR,Seoul,1,2015-06-02,2015-06-02,2015,0,Apps,3
Global News Enterprises,8200000.0,USA,Boston,1,2009-01-12,2009-01-12,2012,1,News,1
Agio Technologies,427119.0,GBR,London,2,2014-10-31,2015-08-20,2014,1,Financial Services,0
Paladion,10000000.0,IND,Bangalore,1,2014-06-18,2014-06-18,2000,1,Enterprise Software,1
Priyo,,USA,San Francisco,2,2015-03-10,2015-07-02,2012,1,Media,3
ClickBus,10000000.0,BRA,San Francisco,2,2014-02-01,2014-08-20,2013,1,Travel & Tourism,1
Youyiche Holdings,,USA,San Francisco,1,2014-12-18,2014-12-18,2012,0,Software,3
Effective Measure,4000000.0,AUS,Melbourne,1,2010-02-17,2010-02-17,2008,1,Advertising,1
Shape Medical Systems,8320993.0,USA,Saint Paul,1,2012-06-21,2012-06-21,2004,1,Biotechnology,1
In Loco Media,,BRA,Recife,1,2013-01-01,2013-01-01,2014,1,Advertising,3
ii4b,,POL,Warsaw,1,2011-08-01,2011-08-01,2011,1,Facebook Applications,3
Finxera,10000000.0,USA,San Mateo,2,2007-06-06,2009-04-20,2008,1,Enterprise Software,1
Elemental Enzymes,300000.0,USA,Columbia,1,2013-01-01,2013-01-01,2012,1,Design,0
Neoconix,56831957.0,USA,San Jose,6,2006-01-01,2013-09-17,2003,1,Electronics,1
Tripcover,40000.0,NOR,San Francisco,1,2013-11-20,2013-11-20,2011,1,Apps,0
TotalTakeout,150000.0,USA,Allentown,1,2007-10-01,2007-10-01,2012,1,Curated Web,0
Dr. TATTOFF,7652892.0,USA,Irvine,10,2010-01-12,2013-10-01,2004,1,Health and Wellness,1
CapableBits,70000.0,UKR,Odessa,1,2010-11-07,2010-11-07,2010,1,Android,0
Garages2Envy,,USA,Jacksonville,1,2014-09-08,2014-09-08,2012,1,Software,3
LookStat,500000.0,USA,Seattle,1,2009-04-23,2009-04-23,2008,0,E-Commerce,0
Dallen Medical,3344715.0,USA,San Clemente,1,2011-03-03,2011-03-03,2012,1,Health Care,1
Cubeyou,6065500.0,ITA,Milano,2,2010-01-01,2012-05-01,2010,1,Analytics,1
Tensha Therapeutics,15000000.0,USA,Cambridge,1,2011-09-12,2011-09-12,2012,1,Biotechnology,1
VULOG.com,11062158.0,FRA,Nice,2,2013-09-30,2015-09-22,2006,1,Cars,1
Einfach-machen-lassen,,USA,San Francisco,1,2014-01-15,2014-01-15,2010,1,Software,3
West Africa Sugar Distributors,,USA,Ann Arbor,1,2014-10-28,2014-10-28,2014,1,Food Processing,3
Sano,50000.0,USA,San Francisco,1,2013-10-29,2013-10-29,2012,1,Health Care,0
Boston Micromachines,1200000.0,USA,Cambridge,1,2011-06-09,2011-06-09,2012,1,Hardware + Software,1
AppVirality Inc,964997.0,USA,Phoenix,3,2014-01-22,2015-09-09,2014,1,Apps,0
Xiaozhu.com,86600853.0,CHN,Beijing,4,2012-12-01,2015-07-08,2012,1,Real Estate,1
Gamaliel,,USA,San Francisco,1,2015-10-11,2015-10-11,2015,0,Software,3
Synup,500000.0,USA,Wilmington,1,2014-08-11,2014-08-11,2012,1,Software,0
Eferio,613677.0,SWE,Malmö,1,2012-08-01,2012-08-01,2012,1,Android,0
Abaad Embodied Design LLC,,ARE,Abu Dhabi,1,2012-01-01,2012-01-01,2012,1,3D,3
Livrada,1410816.0,USA,Lucerne Valley,2,2012-10-23,2013-02-11,2012,0,Consumer Electronics,1
SaveUp,7000000.0,USA,Lake Forest,2,2011-09-15,2012-07-24,2011,1,Finance,1
Furious,550000.0,USA,New York,1,2014-08-01,2014-08-01,2013,1,Advertising,0
Kiosked,68185844.1231072,FIN,Helsinki,5,2010-01-01,2015-12-02,2010,1,Advertising,1
ArtistForce,,USA,West Hollywood,2,2006-09-01,2007-09-01,2006,0,Games,3
Recomio,,USA,San Francisco,1,2012-11-21,2012-11-21,2012,1,Reviews and Recommendations,3
SphereMall,189686.0,NLD,Eindhoven,1,2014-10-01,2014-10-01,2014,1,E-Commerce,0
Evolven Software,,USA,Jersey City,1,2011-12-01,2011-12-01,2007,1,Software,3
Doctors Together,2525000.0,USA,Birmingham,1,2009-07-14,2009-07-14,2012,1,Biotechnology,1
Gaia Herbs,1700000.0,USA,Brevard,2,2010-04-05,2011-01-01,1986,1,Biotechnology,1
Human Performance Integrated Systems,350000.0,USA,Austin,1,2013-03-29,2013-03-29,2010,1,Software,0
RateItAll,1400000.0,USA,San Francisco,1,2008-06-25,2008-06-25,1999,1,Curated Web,1
ULU,558746.0,NLD,Eindhoven,2,2015-02-06,2015-05-12,2014,1,Business Services,0
Tecuro,807910.618845723,CHE,Gerliswil,1,2014-12-01,2014-12-01,2012,1,Health and Wellness,0
Acquire Real Estate,6000000.0,USA,New York,1,2015-05-25,2015-05-25,2013,1,Real Estate,1
Tissue Analytics,750000.0,USA,Baltimore,1,2015-05-17,2015-05-17,2014,1,Analytics,0
Missionly,33724.0,USA,San Francisco,1,2014-05-01,2014-05-01,2013,1,All Students,0
MIT CSHub,10000000.0,USA,Cambridge,1,2013-12-18,2013-12-18,2012,1,Education,1
Muzui,,USA,San Francisco,1,2008-05-01,2008-05-01,2012,0,Games,3
Rady School of Management,50000.0,USA,San Diego,1,2014-01-01,2014-01-01,2001,1,Software,0
ZIOPHARM Oncology,62559527.0,USA,New York,2,2009-09-28,2015-01-28,2005,2,Biotechnology,1
Quidsi,78500000.0,USA,Jersey City,6,2006-09-01,2010-04-20,2005,2,E-Commerce,1
Three Rivers Pharmaceuticals,6555000.0,USA,Warrendale,1,2009-04-21,2009-04-21,2000,1,Biotechnology,1
Independent Inspections,,USA,Waukesha,1,2015-05-18,2015-05-18,2012,1,Software,3
Arara,500000.0,CHL,Santiago,1,2013-04-01,2013-04-01,2012,1,Ad Targeting,0
LG Test Co.,,USA,San Francisco,1,2000-01-10,2000-01-10,2000,0,Software,3
i2 Telecom IP Holdings,5508855.0,USA,Roswell,1,2009-08-14,2009-08-14,2012,1,Mobile,1
"Alavita Pharmaceuticals, Inc",600000.0,USA,Mountain View,1,2009-09-21,2009-09-21,2005,1,Biotechnology,0
Warwick Audio Technologies,1894064.0,GBR,Coventry,1,2013-11-25,2013-11-25,2012,1,Manufacturing,1
"HashPlay, Inc.",250000.0,USA,San Francisco,1,2015-04-01,2015-04-01,2015,1,3D Technology,0
Snaptivity,,GBR,Birmingham,1,2015-03-01,2015-03-01,2014,1,Communities,3
Swift Frontiers Corp,20000.0,USA,Atlanta,1,2014-07-03,2014-07-03,2014,1,Finance,0
Bluethumb,352370.75040875,AUS,Melbourne,2,2015-11-09,2015-11-09,2011,1,Software,0
HIT Application Solutions,2750000.0,USA,Exton,1,2012-03-30,2012-03-30,2012,1,Health Care,1
Sun Diagnostics,50000.0,USA,New Gloucester,1,2014-01-28,2014-01-28,2012,1,Biotechnology,0
exacly.me,,USA,Sunnyvale,1,2015-01-01,2015-01-01,2012,1,Analytics,3
ServiceGems,1400000.0,USA,Phoenix,1,2014-05-23,2014-05-23,2012,1,E-Commerce,1
CH4e,,GBR,Guildford,1,2013-09-01,2013-09-01,2009,1,Clean Technology,3
NJOY,165000000.0,USA,Scottsdale,3,2012-04-09,2014-02-28,2006,1,Hardware + Software,2
Triea Systems,2200000.0,USA,Frederick,1,2013-06-27,2013-06-27,2010,1,Clean Technology,1
Valencia Technologies,4876506.0,USA,Valencia,2,2014-01-22,2015-03-02,2011,1,Health and Wellness,1
SingWho,300000.0,USA,New York,1,2013-03-25,2013-03-25,2012,1,Career Management,0
Ifinity,1000000.0,POL,Warsaw,1,2014-08-14,2014-08-14,2013,1,Analytics,0
Bitdeli,209999.0,USA,Palo Alto,1,2012-06-11,2012-06-11,2011,2,Analytics,0
"GRAVIDI, Inc",1888230.0,USA,Hunt Valley,3,2013-10-01,2015-05-21,2011,1,iPad,1
OutboundEngine,17800000.0,USA,Austin,2,2012-09-01,2014-12-11,2012,1,Advertising,1
Saaswedo,,FRA,Paris,1,2015-01-12,2015-01-12,2012,1,Software,3
Skinkers,23414268.0,GBR,London,3,2006-02-01,2007-10-01,1999,2,Peer-to-Peer,1
Titan Medical,92043583.4170184,CAN,Toronto,8,2010-12-06,2015-11-23,2012,2,Health and Wellness,1
ColdLight Solutions,11000000.0,USA,Wayne,3,2010-01-01,2014-04-08,2007,2,Business Intelligence,1
Maaxi,,USA,San Francisco,1,2013-06-08,2013-06-08,2013,1,Software,3
StreamLine,118000.0,USA,San Francisco,1,2014-08-11,2014-08-11,2014,1,Software,0
AMW GmbH,9192383.0,USA,San Francisco,1,2014-09-01,2014-09-01,2012,1,Pharmaceuticals,1
Linkage Biosciences,12643228.0,USA,South San Francisco,7,2007-10-16,2013-05-08,2012,1,Biotechnology,1
Scripped,791274.0,USA,San Francisco,3,2007-10-24,2011-11-29,2007,1,Entertainment,0
TimeGenius,,CAN,Toronto,1,2013-10-31,2013-10-31,2013,1,Software,3
PropelAd.com,954513.0,USA,Palo Alto,3,2012-09-30,2014-07-16,2012,1,Advertising,0
Intrinsity,35500000.0,USA,Austin,2,2008-01-28,2010-02-12,2008,2,Semiconductors,1
"RITA Medical Systems, Inc",9000000.0,USA,Fremont,1,2003-01-28,2003-01-28,1994,2,Health Care Information Technology,1
Tarpon Towers,30000000.0,USA,Bradenton,2,2009-06-09,2009-12-01,2008,1,Messaging,1
Vapps,2500000.0,USA,Hoboken,1,2007-07-14,2007-07-14,2002,2,Enterprise Software,1
ScanSocial,1000.0,USA,San Francisco,1,2010-01-01,2010-01-01,2010,0,News,0
Linked Finance,2841845.0,IRL,Dublin,1,2015-02-23,2015-02-23,2011,1,Banking,1
RoboVM AB,,SWE,Göteborg,1,2014-03-01,2014-03-01,2013,2,Apps,3
Voxound,75000.0,USA,San Francisco,1,2008-10-01,2008-10-01,2008,0,Music,0
Manymoon,,USA,San Francisco,1,2009-01-01,2009-01-01,2012,2,Curated Web,3
InfiKno,20000.0,USA,Boulder,1,2013-02-28,2013-02-28,2011,1,Games,0
GEOWAGGLE,2000000.0,USA,Tampa,1,2015-02-24,2015-02-24,2012,1,Apps,1
Amistad Energy Partners,150000000.0,USA,Houston,1,2015-07-08,2015-07-08,2012,0,Energy,2
Daily Sales Exchange,283500.0,USA,Anchorage,2,2012-04-12,2013-01-10,2012,0,E-Commerce,0
REX Computing,1400000.0,USA,San Francisco,2,2015-06-01,2015-07-21,2013,1,Computers,1
Gamaya,800000.0,CHE,Lausanne,1,2015-02-05,2015-02-05,2014,1,Agriculture,0
Amrest,,POL,Wroclaw,1,2015-08-15,2015-08-15,1993,1,Restaurants,3
Avitide,11035003.0,USA,Lebanon,2,2014-06-09,2015-08-06,2012,1,Biotechnology,1
Yana,,UKR,Kiev,1,2015-04-27,2015-04-27,1998,1,Entertainment,3
ActivityHero,2200000.0,USA,Sunnyvale,2,2012-02-09,2014-09-02,2011,1,Education,1
Mint Bills,47000000.0,USA,Menlo Park,4,2008-01-01,2013-09-04,2007,2,Mobile,1
Granular,27258523.0,USA,San Francisco,2,2014-02-23,2015-09-09,2014,1,Agriculture,1
Upverter,2380952.38095238,CAN,Toronto,1,2013-07-01,2013-07-01,2010,1,CAD,1
NAVX,4068970.0,FRA,Paris,2,2005-12-30,2006-12-30,2005,0,Automotive,1
Spini,1000000.0,SGP,Singapore,1,2015-06-24,2015-06-24,2014,1,Internet,0
Lixto Software,3230250.0,AUT,Vienna,1,2007-01-29,2007-01-29,2012,1,Software,1
Olista,24000000.0,ISR,Netanya,2,2006-04-26,2008-10-28,2004,0,Analytics,1
OHK Labs,100000.0,USA,Boca Raton,1,2011-09-01,2011-09-01,2011,1,Android,0
mana.bo Inc.,3444000.0,JPN,Tokyo,2,2013-05-13,2014-08-01,2012,1,Curated Web,1
Liquid Engines,14700000.0,USA,Santa Clara,2,2004-02-11,2006-09-07,2001,2,Software,1
Sulmaq,2814258.0,BRA,Guaporé,1,2009-12-23,2009-12-23,2012,0,Industrial,1
EmpowerTheUser,732807.0,USA,San Francisco,1,2012-07-01,2012-07-01,2010,1,Software,0
Xenoport,100900000.0,USA,Santa Clara,4,2002-06-01,2012-11-21,1999,2,Biotechnology,2
BERD,,PRT,Matosinhos,1,2011-01-01,2011-01-01,2006,1,Manufacturing,3
Thumbkandi Inc.,,USA,San Francisco,1,2014-09-30,2014-09-30,2012,1,Application Platforms,3
Beauty Works,1260228.0,GBR,Cheadle,1,2014-06-09,2014-06-09,2010,1,Wholesale,1
NanoHorizons,8801767.0,USA,Bellefonte,2,2008-06-04,2011-01-05,2002,1,Biotechnology,1
Ecobank,285000000.0,TGO,Lomé,1,2015-09-24,2015-09-24,1985,1,Financial Services,2
Arterain Medical,,USA,San Francisco,1,2008-09-10,2008-09-10,2012,0,Software,3
Klappo Limited,650000.0,GBR,London,1,2013-11-18,2013-11-18,2009,1,Big Data,0
Lunchgate,828626.0,CHE,Zürich,2,2011-05-01,2014-12-01,2012,1,Online Reservations,0
Meet.com,400000.0,USA,Orlando,1,2013-08-29,2013-08-29,2011,1,Apps,0
Exiles,665000.0,USA,San Francisco,2,2012-02-01,2013-10-01,2011,1,Sports,0
Osteomimetics,20000.0,USA,Memphis,1,2012-09-01,2012-09-01,2012,1,Software,0
Inkd.com,5600000.0,USA,Seattle,3,2008-09-01,2011-06-28,2010,1,Design,1
Yantra,8000000.0,USA,Topeka,1,2011-07-22,2011-07-22,2012,1,Financial Services,1
Ubix Labs,4050000.0,USA,San Juan Capistrano,4,2013-01-11,2015-01-14,2011,1,Analytics,1
iBloom Technologies,,IND,Ahmedabad,1,2009-05-01,2009-05-01,2009,0,Curated Web,3
FlameStower,,USA,East Palo Alto,1,2013-02-09,2013-02-09,2012,1,Clean Technology,3
OpenAngler,500000.0,USA,Mount Pleasant,1,2015-11-20,2015-11-20,2014,1,Marketplaces,0
Aprilis,,USA,San Francisco,1,2000-12-07,2000-12-07,2012,2,Software,3
ExtractAlpha,41250.0,USA,San Francisco,1,2015-08-01,2015-08-01,2012,1,Big Data Analytics,0
Innovative Pulmonary Solutions,20600000.0,USA,Bellevue,2,2012-09-20,2013-02-11,2008,1,Health and Wellness,1
Rhone Apparel,13479517.0,USA,New Canaan,3,2014-05-21,2015-09-21,2012,1,E-Commerce,1
Ymatou,110799000.0,JPN,China,3,2010-01-01,2015-01-27,2012,1,E-Commerce,2
Crowdrally,,USA,Mountain View,1,2011-01-08,2011-01-08,2010,1,Advertising,3
Gigit,365000.0,USA,Santa Monica,1,2013-05-28,2013-05-28,2012,1,Games,0
Lagiar,40000.0,BRA,Belo Horizonte,1,2013-02-13,2013-02-13,2012,1,Artificial Intelligence,0
Graphene Technologies,1894796.0,USA,Novato,1,2014-03-04,2014-03-04,2009,1,Software,1
Social Project,47500000.0,USA,Santa Monica,3,2006-03-01,2007-01-18,2012,2,Social Media,1
Click4Care,12000000.0,USA,Powell,2,2007-04-11,2009-09-01,1999,1,Software,1
Andover Education,3250000.0,USA,Westport,1,2015-01-26,2015-01-26,2003,1,Content Delivery,1
TFG Card Solutions,1800000.0,USA,Beaverton,1,2014-06-12,2014-06-12,2004,1,Financial Services,1
Bountysource,1100000.0,USA,San Francisco,1,2013-07-17,2013-07-17,2012,1,Crowdfunding,1
LiveGenic,,USA,Philadelphia,1,2014-12-17,2014-12-17,2012,1,Software,3
NSO Group,1600000.0,ISR,Herzlia B,1,2010-01-01,2010-01-01,2010,1,Cyber Security,1
All Access Telecom,250000.0,USA,San Francisco,1,2010-10-14,2010-10-14,2012,1,Web Hosting,0
DeviantArt,13537704.0,USA,West Hollywood,2,2007-06-21,2013-09-26,2000,1,Art,1
redealize,,AUS,Sydney,1,2010-11-12,2010-11-12,2010,1,E-Commerce,3
Aliveshoes,1020000.0,NLD,Amsterdam,2,2013-04-02,2013-06-26,2012,1,E-Commerce Platforms,1
Intercloud Systems,25601579.0,USA,Red Bank,6,2013-12-27,2015-08-14,2010,2,Analytics,1
ViewPoint Construction Software,316000000.0,USA,Portland,4,2010-02-02,2014-04-22,1976,1,Software,2
Catinet,,USA,San Francisco,1,2007-04-18,2007-04-18,2012,1,Software,3
CleanFish,6300000.0,USA,San Francisco,2,2007-06-08,2008-03-19,2012,1,Consumer Goods,1
Ininal,,USA,San Francisco,4,2012-03-24,2014-08-26,2012,1,FinTech,3
Creation Technologies,3247431.0,CAN,Burnaby,9,2008-12-12,2015-08-31,1991,1,Logistics,1
OpenStudy,1270000.0,USA,Atlanta,1,2008-01-01,2008-01-01,2008,1,Education,1
Vitriflex,17450002.0,USA,San Francisco,4,2011-02-28,2015-03-31,2010,1,Clean Technology,1
ZipRealty,8000000.0,USA,Emeryville,1,2001-06-11,2001-06-11,1999,2,Finance,1
People as a Service,425000.0,USA,Miami,1,2015-05-20,2015-05-20,2014,1,Information Technology,0
