funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
77717024.0,operating,USA,Westborough,6,2003-04-30,2011-02-16,2002,1,Enterprise Software,1
16833.1275951072,operating,IND,Pune,1,2013-06-22,2013-06-22,2013,1,Business Services,0
9500000.0,closed,USA,San Francisco,1,2007-01-08,2007-01-08,2012,0,Software,1
8186733.0,operating,SWE,Luleå,3,2008-01-01,2014-12-08,2007,1,Biometrics,1
792560.0,operating,USA,Stamford,1,2010-03-12,2010-03-12,2012,1,Health Care,0
1950000.0,operating,USA,San Francisco,1,2013-08-01,2013-08-01,2012,1,Families,1
15625723.0,operating,TUR,Denizli,1,2015-01-20,2015-01-20,2012,1,Construction,1
,operating,CHN,Shenzhen,1,2007-12-01,2007-12-01,2012,1,Games,3
13500000.0,operating,ITA,Rome,2,2008-10-14,2009-09-17,2007,1,Mobile Commerce,1
1300000.0,operating,USA,San Francisco,1,2008-01-01,2008-01-01,2012,1,Software,1
201082.0,operating,USA,San Francisco,2,2014-11-01,2015-03-15,2013,1,Families,0
450000.0,acquired,ISR,Ramat Gan,1,2005-05-08,2005-05-08,2003,2,Software,0
3480000.0,closed,FRA,Colomiers,2,2005-01-01,2007-10-31,1997,0,Software,1
142200000.0,closed,USA,Naples,6,2011-05-20,2015-06-15,2011,0,Anything Capital Intensive,2
4438488.0,operating,GBR,Cranfield,1,2014-07-01,2014-07-01,2012,1,Aerospace,1
17000.0,operating,USA,Seattle,1,2013-04-01,2013-04-01,2010,1,Non Profit,0
29786274.0,operating,USA,New York,3,2004-09-01,2009-10-28,2000,1,Finance,1
30000000.0,operating,USA,Boca Raton,1,2015-01-13,2015-01-13,2015,1,Finance,1
1300000.0,operating,FIN,Espoo,1,2012-12-01,2012-12-01,2009,1,Cloud Computing,1
10000000.0,operating,USA,San Francisco,2,2011-04-01,2011-09-01,2010,1,Manufacturing,1
32500000.0,operating,USA,Morristown,4,2011-08-08,2014-12-09,2004,1,Information Technology,1
52000000.0,operating,USA,New York,2,2012-11-30,2013-10-31,2010,1,E-Commerce,1
79000000.0,operating,IND,Chennai,3,2011-03-18,2015-07-02,2008,1,Credit Cards,1
,operating,USA,San Francisco,1,2011-10-26,2011-10-26,2010,1,Enterprise Software,3
35000000.0,acquired,USA,Irving,2,2002-03-11,2004-08-04,2012,2,Hardware + Software,1
,operating,USA,New York,1,2011-01-01,2011-01-01,2011,1,Curated Web,3
525000.0,operating,USA,Ann Arbor,1,2013-03-01,2013-03-01,2012,1,Biotechnology,0
,operating,IND,Noida,1,2014-07-26,2014-07-26,2013,1,E-Commerce,3
135000.0,operating,USA,Kenmore,1,2012-05-03,2012-05-03,2010,1,Android,0
,operating,CHE,Basel,1,2015-10-05,2015-10-05,2012,1,Social Media,3
30000000.0,operating,SGP,Singapore,1,2002-01-10,2002-01-10,2012,1,Design,1
65200000.0,operating,USA,San Mateo,3,2011-09-08,2014-03-19,2011,1,Analytics,1
,operating,USA,Los Angeles,1,2015-08-18,2015-08-18,2015,1,Curated Web,3
2500000.0,operating,USA,Montvale,1,2009-04-07,2009-04-07,2012,1,Health Care,1
1200000.0,operating,USA,Morgan Hill,1,2014-06-30,2014-06-30,2013,1,Crowdsourcing,1
2144487.0,operating,USA,Austin,1,2014-12-08,2014-12-08,2010,1,Health and Wellness,1
4000000.0,operating,USA,Austin,1,2015-04-13,2015-04-13,2012,1,Product Design,1
137104.0,operating,FIN,Joensuu,2,2014-05-15,2015-06-23,2013,1,Advanced Materials,0
143922827.0,operating,USA,San Jose,6,2004-07-14,2013-08-26,2001,1,Biotechnology,2
350000000.0,operating,CAN,Toronto,1,2008-02-08,2008-02-08,2012,1,Clean Technology,2
11482.0,closed,USA,Berkeley,2,2013-01-01,2014-01-01,2012,0,Clean Technology,0
150000.0,operating,USA,San Diego,1,2014-09-08,2014-09-08,2013,1,Financial Services,0
,operating,USA,Burnet,1,2014-01-27,2014-01-27,2011,1,Manufacturing,3
35000.0,operating,ESP,Barcelona,1,2014-04-17,2014-04-17,2014,1,Fashion,0
25000.0,closed,USA,San Francisco,1,2014-02-06,2014-02-06,2012,0,Travel & Tourism,0
13051777.0,operating,GBR,Macclesfield,1,2014-02-05,2014-02-05,2006,1,Finance,1
,operating,USA,South Bend,1,2011-12-21,2011-12-21,2010,1,Cloud Computing,3
1000000.0,closed,USA,New York,1,2010-11-19,2010-11-19,2009,0,Fashion,0
7745523.0,operating,USA,Rockville,3,2011-11-10,2014-06-17,2012,1,Biotechnology,1
500000.0,operating,USA,Houston,1,2009-08-12,2009-08-12,2006,1,Health and Wellness,0
12600000.0,operating,USA,Santa Clara,4,2010-10-08,2012-03-15,2001,1,Education,1
6200000.0,operating,ISR,Or Yehuda,2,2007-08-19,2008-06-30,2012,1,Advertising,1
605000.0,operating,USA,Austin,1,2015-10-11,2015-10-11,2014,1,Collaboration,0
1000000.0,operating,USA,Scottsdale,1,2015-05-19,2015-05-19,2012,1,Consumer Goods,0
281426.0,operating,CAN,Calgary,1,2014-07-01,2014-07-01,2014,1,Education,0
300000.0,operating,USA,San Francisco,1,2015-06-01,2015-06-01,2012,1,Apps,0
7745454.0,operating,CAN,Ottawa,2,2014-02-16,2015-02-25,2001,1,Analytics,1
1200000.0,operating,USA,Omaha,1,2014-09-05,2014-09-05,2012,1,Blogging Platforms,1
2972866.0,operating,USA,Montgomery,4,2007-09-06,2012-08-01,2000,1,Biotechnology,1
,closed,USA,San Francisco,2,2012-06-10,2015-02-10,2009,0,Software,3
1235000.0,operating,USA,Los Angeles,3,2009-12-31,2013-01-01,2010,1,Mobile,1
,operating,POL,Warszawa,1,2007-01-01,2007-01-01,2012,1,Distributors,3
3517205.0,operating,USA,Potomac,2,2011-11-01,2014-04-22,2012,1,Advertising,1
10000000.0,acquired,USA,San Francisco,2,2002-08-06,2004-11-02,2012,2,Enterprise Software,1
,operating,USA,San Francisco,2,2013-07-23,2015-01-15,2004,1,Software,3
,operating,NGA,Ikeja,1,2014-01-16,2014-01-16,2012,1,Content,3
50000.0,operating,SGP,Singapore,1,2010-01-01,2010-01-01,2011,1,Messaging,0
16000000.0,operating,USA,Austin,1,2015-08-06,2015-08-06,2009,1,Retail,1
,closed,USA,San Francisco,1,2013-04-01,2013-04-01,2009,0,Software,3
13500000.0,operating,USA,Mount Dora,1,2015-02-12,2015-02-12,2009,1,Banking,1
460000.0,operating,USA,Santa Monica,2,2013-07-01,2013-09-12,2013,1,Android,0
769131.0,operating,GBR,Cambridge,5,2012-05-01,2014-07-09,2012,1,mHealth,0
2700000.0,acquired,USA,San Francisco,1,2013-07-19,2013-07-19,2009,2,Application Platforms,1
,operating,CHN,Chengdu,1,2014-03-01,2014-03-01,2012,1,Semiconductors,3
1500000.0,operating,IND,Madhapur,1,2007-01-05,2007-01-05,2014,1,Kids,1
67400000.0,operating,USA,Madison,2,2007-09-07,2010-06-08,2002,1,Clean Technology,1
35000000.0,operating,USA,Palo Alto,2,2013-04-23,2014-12-11,2010,1,CRM,1
5900000.0,acquired,USA,Los Angeles,2,2010-03-10,2010-11-29,2010,2,Facebook Applications,1
109000000.0,closed,USA,Livermore,5,2001-06-05,2007-12-04,1999,0,Public Relations,2
3000000.0,closed,USA,San Francisco,1,2003-04-10,2003-04-10,2012,0,Software,1
40000.0,operating,CHL,Santiago,1,2013-11-20,2013-11-20,2012,1,E-Commerce,0
42183.0,operating,USA,San Francisco,1,2014-08-01,2014-08-01,2013,1,Language Learning,0
18000000.0,ipo,USA,Virginia Beach,1,2014-09-18,2014-09-18,2012,2,Commercial Real Estate,1
13456610.0,operating,GBR,Bristol,1,2015-09-29,2015-09-29,2002,1,Biotechnology,1
,operating,USA,Santa Fe,1,2014-05-19,2014-05-19,2006,1,Clean Technology,3
,operating,USA,Los Angeles,1,2011-07-23,2011-07-23,2011,1,Networking,3
,operating,USA,Cambridge,1,2012-07-19,2012-07-19,2012,1,Health Care,3
688000.0,operating,IND,Nasrapur,1,2007-03-20,2007-03-20,2004,1,Education,0
4000000.0,closed,CAN,Charlottetown,2,2007-09-01,2010-06-26,2007,0,Advertising,1
116185.0,operating,GBR,London,1,2013-02-18,2013-02-18,2009,1,Biotechnology,0
,operating,USA,Houston,1,2012-02-19,2012-02-19,2011,1,Software,3
2652724.0,operating,GBR,San Francisco,1,2005-11-01,2005-11-01,2012,1,Consumer Goods,1
118000.0,operating,USA,Seattle,1,2013-08-05,2013-08-05,2012,1,Finance,0
9000000.0,operating,USA,Cambridge,1,2006-08-08,2006-08-08,1994,1,Software,1
144000000.0,operating,PHL,Muntinlupa City,2,2013-06-03,2013-07-02,1899,1,Clean Technology,2
6800000.0,operating,USA,Columbus,3,2013-07-29,2015-10-01,2011,1,E-Commerce,1
268990356.0,operating,USA,Palo Alto,9,2006-07-21,2015-07-03,2004,1,Biotechnology,2
1820000.0,operating,USA,San Francisco,2,2014-07-16,2015-07-30,2014,1,Sales Automation,1
725609.0,operating,ITA,Rende,2,2014-05-30,2015-09-13,2012,1,Mobile,0
12000000.0,acquired,USA,San Francisco,2,2006-01-01,2008-07-30,2002,2,Software,1
110000000.0,operating,CHN,Beijing,3,2010-03-01,2014-04-19,2012,1,Dental,2
2950000.0,acquired,GBR,London,1,2008-02-25,2008-02-25,2001,2,Sports,1
250000.0,operating,USA,Hyattsville,1,2015-04-28,2015-04-28,2012,1,Architecture,0
10786338.0,acquired,USA,Mclean,1,2009-04-07,2009-04-07,2012,2,Biotechnology,1
138581610.0,operating,USA,Broomfield,5,2004-09-16,2013-10-25,2001,1,Biotechnology,2
8000000.0,operating,ISR,Netanya,1,2008-12-15,2008-12-15,2008,1,Semiconductors,1
20000.0,operating,USA,Plainfield,1,2011-07-08,2011-07-08,2010,1,Payments,0
1200000.0,operating,USA,Encinitas,1,2012-10-16,2012-10-16,2012,1,Software,1
270000.0,operating,ITA,Milano,1,2014-05-21,2014-05-21,2013,1,Digital Entertainment,0
11500000.0,operating,CHE,Zürich,2,2013-05-15,2013-09-10,2012,1,Apps,1
,operating,USA,Panama City,1,2015-01-27,2015-01-27,2014,1,Hospitals,3
6100000.0,operating,ITA,Brescia,1,2012-07-22,2012-07-22,2012,1,Security,1
,operating,USA,San Francisco,1,1999-03-01,1999-03-01,2012,1,Audio,3
75000.0,closed,USA,San Francisco,1,2015-08-18,2015-08-18,2014,0,Apps,0
500000.0,operating,USA,San Francisco,1,2009-01-13,2009-01-13,2012,1,Software,0
,operating,USA,Siler City,1,2011-09-01,2011-09-01,2011,1,Education,3
1000000.0,operating,CAN,Kitchener,1,2015-01-15,2015-01-15,2013,1,Sports,0
40000.0,closed,SGP,Singapore,1,2010-09-21,2010-09-21,2010,0,Public Transportation,0
500000.0,operating,USA,New York,1,2012-07-01,2012-07-01,2012,1,Education,0
32350000.0,operating,USA,New York,3,2009-12-11,2014-04-15,2008,1,Messaging,1
1070000.0,operating,GBR,London,1,2015-10-27,2015-10-27,2013,1,Brand Marketing,1
,closed,IND,Bangalore,1,2009-08-13,2009-08-13,2007,0,Software,3
,acquired,CAN,San Francisco,1,2011-01-13,2011-01-13,2012,2,Hardware + Software,3
,operating,BRA,Pedro Leopoldo,1,2011-01-01,2011-01-01,2012,1,Health and Wellness,3
215000.0,operating,USA,New York,1,2014-01-12,2014-01-12,2010,1,Clinical Trials,0
1507400.0,closed,ITA,Milan,1,2008-08-10,2008-08-10,2012,0,Advertising,1
1350000.0,operating,USA,Westminster,1,2011-11-22,2011-11-22,2012,1,Software,1
70000.0,operating,CAN,Kelowna,1,2014-11-22,2014-11-22,2014,1,Media,0
1150000.0,operating,USA,Houston,2,2015-06-26,2015-10-23,2014,1,Manufacturing,1
1600000.0,operating,HKG,Hong Kong,1,2015-02-17,2015-02-17,2013,1,Analytics,1
27550000.0,operating,USA,San Francisco,3,2012-04-30,2015-06-09,2011,1,Digital Media,1
6800000.0,operating,AUS,Western Junction,1,2014-02-16,2014-02-16,2003,1,Clean Technology,1
90000000.0,operating,USA,Redwood City,1,2014-05-14,2014-05-14,2000,1,Analytics,1
40500000.0,operating,USA,Valencia,1,2010-02-02,2010-02-02,2012,1,Biotechnology,1
,operating,USA,Pontiac,1,2014-05-23,2014-05-23,2014,1,Entertainment,3
1000000.0,operating,USA,Broomfield,2,2014-02-21,2015-05-27,2009,1,Curated Web,0
12635000.0,operating,USA,New York,4,2011-12-01,2014-05-08,2011,1,Construction,1
230000.0,operating,USA,El Segundo,2,2012-12-31,2014-02-10,2011,1,Curated Web,0
2600000.0,operating,PRT,Porto,1,2013-10-22,2013-10-22,2007,1,Hardware + Software,1
,operating,USA,Mountain View,1,2012-02-09,2012-02-09,2012,1,Financial Services,3
100000000.0,operating,USA,San Francisco,5,2010-03-15,2014-10-21,2009,1,E-Commerce,1
,operating,ARG,Buenos Aires,1,2014-09-01,2014-09-01,2013,1,Advertising,3
,operating,USA,Powell,1,2009-12-08,2009-12-08,2009,1,Local Search,3
120000.0,operating,GBR,London,2,2013-12-01,2014-12-01,2012,1,Data Integration,0
2100000.0,operating,USA,San Mateo,1,2012-03-01,2012-03-01,2011,1,Games,1
5700000.0,acquired,USA,Twinsburg,1,2012-03-23,2012-03-23,2007,2,Health and Wellness,1
20000.0,operating,FRA,Morzine,1,2014-10-14,2014-10-14,2014,1,Travel,0
,operating,USA,San Francisco,1,2007-04-01,2007-04-01,2007,1,Consumer Electronics,3
25000.0,operating,USA,Chicago,1,2014-09-02,2014-09-02,2014,1,Apps,0
232866.22094347,operating,GBR,London,1,2015-08-10,2015-08-10,2014,1,Finance,0
475000.0,operating,SWE,Malmö,2,2013-10-01,2014-05-01,2012,1,Content Creators,0
2000000.0,closed,RUS,Moscow,1,2013-12-11,2013-12-11,2012,0,Advertising,1
1500000.0,operating,USA,Seattle,1,2014-05-16,2014-05-16,2001,1,Biotechnology,1
,operating,COL,Bogotá,1,2014-03-05,2014-03-05,2005,1,Cloud Computing,3
1575000.0,acquired,USA,Exton,1,2015-07-22,2015-07-22,2012,2,Telecommunications,1
6650000.0,closed,USA,San Francisco,1,2008-01-09,2008-01-09,2012,0,Biotechnology,1
40000.0,operating,USA,Palo Alto,1,2011-11-23,2011-11-23,2011,1,Clean Technology,0
2192936.0,operating,CHL,Santiago,3,2012-04-05,2013-10-30,2012,1,Beauty,1
,operating,USA,Nashville,1,2014-01-01,2014-01-01,2013,1,Social Media Marketing,3
1828900.0,operating,GBR,London,3,2013-04-29,2015-03-18,2013,1,Events,1
245376.0,operating,FRA,Paris,2,2012-12-01,2014-10-01,2012,1,Business Services,0
6000.0,operating,CZE,Praha,1,2011-09-01,2011-09-01,2011,1,E-Commerce,0
624000.0,operating,USA,Washington,2,2012-09-01,2013-11-19,2012,1,CRM,0
,operating,GBR,San Francisco,1,2012-02-13,2012-02-13,2003,1,Finance,3
4414.47797854639,operating,USA,San Francisco,1,2015-10-10,2015-10-10,2015,1,Design,0
10000000.0,operating,USA,San Francisco,1,2013-12-01,2013-12-01,2012,1,Enterprises,1
2076250.0,acquired,USA,Richardson,1,2009-11-15,2009-11-15,2010,2,Software,1
3000000.0,operating,USA,Irving,1,2013-08-14,2013-08-14,2004,1,Software,1
1200000.0,operating,USA,San Francisco,2,2013-05-28,2013-10-01,2012,1,Health Care,1
,operating,USA,Lemitar,1,2012-07-18,2012-07-18,2006,1,Clean Technology,3
3300000.0,operating,USA,Sunnyvale,2,2011-12-01,2012-10-01,2011,1,Advertising,1
205861.0,operating,ESP,Barcelona,3,2006-01-01,2008-01-01,2005,1,Chat,0
3000000.0,operating,USA,Saratoga,1,2015-04-28,2015-04-28,2010,1,Financial Services,1
745000.0,closed,CAN,Victoria,4,2012-05-10,2013-11-29,2011,0,E-Commerce,0
5000000.0,acquired,USA,Dallas,1,2013-04-21,2013-04-21,2008,2,Health and Wellness,1
18600000.0,operating,CHN,Beijing,1,2011-07-01,2011-07-01,2010,1,Software,1
128048.0,operating,USA,Chicago,1,2010-11-30,2010-11-30,2009,1,Social Media,0
32640.0,operating,CHN,Zhuhai,1,2000-10-01,2000-10-01,2012,1,Software,0
244044164.442339,operating,SWE,Stockholm,9,2011-10-18,2015-10-13,2010,1,Mobile Payments,2
22200000.0,acquired,USA,Jacksonville,2,2003-11-12,2006-06-16,2012,2,Career Management,1
1000000.0,operating,USA,New York,1,2015-09-22,2015-09-22,2014,1,Music,0
250000.0,operating,USA,Cincinnati,1,2013-08-21,2013-08-21,1989,1,Nonprofits,0
6845807.06994386,operating,IRL,Dublin,1,2015-11-17,2015-11-17,1962,1,Software,1
19615.0,operating,IRL,Portmarnock,1,2013-02-26,2013-02-26,2011,1,Fitness,0
,closed,USA,San Francisco,1,2007-08-22,2007-08-22,2006,0,Career Planning,3
535830.0,operating,USA,Seattle,2,2010-09-23,2011-05-20,2012,1,Non Profit,0
20400000.0,acquired,USA,New York,3,2008-03-01,2011-04-25,2008,2,Travel,1
4500000.0,operating,JPN,Tokyo,1,2014-08-29,2014-08-29,2008,1,Information Technology,1
28500000.0,acquired,USA,San Francisco,4,2008-05-20,2013-06-25,2008,2,Advertising,1
10000000.0,closed,RUS,Moscow,1,2012-11-01,2012-11-01,2002,0,Advertising,1
536071.0,operating,FRA,Saint-cloud,2,2011-02-28,2013-07-01,2011,1,Mobile,0
200000.0,operating,USA,Wise,1,2014-02-11,2014-02-11,1980,1,Health and Wellness,0
,operating,USA,Cambridge,1,2008-01-01,2008-01-01,2007,1,Language Learning,3
,operating,USA,New York,1,2012-08-08,2012-08-08,2011,1,Mobile,3
9000000.0,acquired,USA,Hillsboro,1,2004-05-13,2004-05-13,2012,2,Hardware,1
9000000.0,acquired,USA,New York,2,2008-04-01,2009-06-26,2003,2,Advertising,1
3989751.0,operating,CHN,Shenzhen,3,2009-05-01,2011-01-01,2008,1,Games,1
2500000.0,operating,USA,Mc Lean,1,2014-06-06,2014-06-06,2009,1,Cloud Data Services,1
2825000.0,operating,USA,San Diego,1,2011-08-12,2011-08-12,2012,1,Biotechnology,1
1181792.0,operating,SWE,Stockholm,1,2015-08-31,2015-08-31,2012,1,Content,1
,operating,USA,San Francisco,2,2013-07-31,2014-02-03,2012,1,iOS,3
,operating,USA,Sunnyvale,1,2014-06-13,2014-06-13,2012,1,Finance Technology,3
25000000.0,ipo,USA,Franklin,2,2011-09-13,2013-10-02,1981,2,Fitness,1
,operating,USA,San Francisco,1,2012-01-01,2012-01-01,2011,1,Software,3
22000000.0,operating,USA,Arlington,3,2014-11-20,2015-12-01,2011,1,Network Security,1
250000.0,operating,USA,New York,1,2012-10-03,2012-10-03,1999,1,Advertising,0
120000.0,operating,USA,San Francisco,1,2014-12-01,2014-12-01,2013,1,Travel,0
865216.0,operating,USA,Wilmington,3,2012-10-20,2013-11-11,2012,1,Enterprise Software,0
,operating,USA,Minneapolis,1,2015-06-18,2015-06-18,2012,1,Consumer Goods,3
5015781.98067657,operating,GBR,San Francisco,1,2015-11-13,2015-11-13,2006,1,Business Services,1
12020000.0,acquired,USA,Wayne,2,2010-01-12,2010-08-17,1999,2,Consulting,1
150000.0,operating,SWE,Åkarp,1,2013-03-20,2013-03-20,2012,1,Mobile,0
12265000.0,closed,USA,Longmont,3,2007-03-07,2011-03-22,1997,0,Software,1
25000.0,operating,USA,Lakeland,1,2011-01-22,2011-01-22,2009,1,Health and Wellness,0
1000000.0,acquired,USA,Austin,1,2009-01-29,2009-01-29,2007,2,Blogging Platforms,0
1000000.0,operating,DEU,Paderborn,1,2013-06-01,2013-06-01,2013,1,Agriculture,0
,operating,USA,Mukwonago,1,2012-06-05,2012-06-05,2012,1,Sports,3
55000.0,operating,USA,Issaquah,1,2013-09-30,2013-09-30,2012,1,Local Businesses,0
,operating,DEU,München,3,2008-07-01,2015-02-01,1998,1,Education,3
100000.0,operating,USA,Bellevue,1,2011-10-07,2011-10-07,2010,1,Games,0
10000000.0,acquired,USA,Bellevue,1,2009-04-30,2009-04-30,2004,2,Identity Management,1
4000000.0,operating,USA,Reston,1,2007-01-24,2007-01-24,2003,1,Software,1
4159800.0,operating,FIN,Turku,2,2013-04-17,2013-11-12,2010,1,Advertising,1
8032.0,operating,USA,New York,1,2015-06-12,2015-06-12,2015,1,Fashion,0
,operating,USA,Springdale,1,2011-12-05,2011-12-05,2010,1,Craft Beer,3
250000.0,operating,IND,Indore,1,2015-02-01,2015-02-01,2012,1,Transportation,0
960000.0,closed,USA,Waltham,1,2007-11-27,2007-11-27,2012,0,Semiconductors,0
41157.0,operating,NLD,Amsterdam,2,2011-09-05,2012-03-01,2011,1,Advertising,0
,operating,BRA,Rio De Janeiro,1,2011-06-13,2011-06-13,2011,1,Software,3
6291194.0,operating,DEU,Stuttgart,2,2007-06-14,2012-07-16,2000,1,Biotechnology,1
2000000.0,operating,USA,San Francisco,1,2014-06-01,2014-06-01,2012,1,Bitcoin,1
1635285.0,operating,AUT,Vienna,3,2007-12-01,2010-06-01,2007,1,Android,1
275000.0,operating,USA,Mountain View,2,2014-05-29,2014-10-17,2013,1,Apps,0
10000000.0,operating,CHN,Beijing,1,2008-02-21,2008-02-21,2012,1,Advertising,1
,operating,CHN,Shenzhen,1,2008-06-05,2008-06-05,2004,1,Farming,3
,operating,IRL,Dublin,1,2013-09-01,2013-09-01,2013,1,Computers,3
7000000.0,operating,USA,Menlo Park,1,2015-10-15,2015-10-15,2012,1,Consumer Electronics,1
100000.0,operating,JOR,Amman,1,2014-08-01,2014-08-01,2012,1,Content,0
25800000.0,operating,USA,New York,3,2001-03-01,2006-12-21,1999,1,Advertising,1
16000000.0,operating,CHN,Chengdu,1,2014-08-07,2014-08-07,2012,1,Digital Media,1
35000.0,operating,USA,Miami,1,2009-09-01,2009-09-01,2010,1,Internet Marketing,0
18000.0,closed,USA,Boston,1,2009-09-11,2009-09-11,2009,0,Curated Web,0
82000.0,operating,USA,San Francisco,1,2015-04-01,2015-04-01,2013,1,Social Network Media,0
1200000.0,operating,USA,San Diego,1,2014-02-20,2014-02-20,2014,1,Consumer Electronics,1
,operating,BRA,Rio De Janeiro,2,2011-01-01,2012-01-01,2009,1,Curated Web,3
,operating,USA,San Francisco,1,2014-01-06,2014-01-06,2012,1,Software,3
16300000.0,operating,IDN,Japan,1,2014-10-20,2014-10-20,2012,1,Beauty,1
750000.0,operating,USA,Detroit,3,2012-09-24,2013-10-23,2012,1,E-Commerce,0
,operating,USA,San Francisco,1,2013-10-08,2013-10-08,2013,1,Software,3
24548791.0,operating,USA,New York,4,2010-10-20,2014-06-02,2009,1,Analytics,1
6000.0,operating,CHL,Santiago,1,2013-04-01,2013-04-01,2013,1,College Recruiting,0
,operating,USA,Boston,1,2015-01-28,2015-01-28,2014,1,Software,3
7660000.0,closed,USA,Burlingame,2,2009-10-29,2010-07-08,2008,0,Games,1
130277.0,operating,NLD,Amsterdam,1,2013-07-01,2013-07-01,2012,1,Travel,0
4225000.0,acquired,USA,New York,4,2011-03-18,2012-02-01,2011,2,B2B,1
275000.0,operating,USA,Pittsford,3,2004-12-28,2010-05-30,2004,1,Hardware + Software,0
,operating,USA,Chicago,1,2015-01-01,2015-01-01,2014,1,Property Management,3
25233333.0,operating,USA,Albuquerque,4,2006-10-21,2012-12-19,2012,1,Health Care,1
1250000.0,operating,CAN,Quebec,1,2015-05-08,2015-05-08,2009,1,Information Technology,1
11247268.0,operating,USA,San Francisco,1,2012-10-31,2012-10-31,2012,1,Biotechnology,1
7520000.0,operating,USA,San Diego,1,2014-10-18,2014-10-18,2009,1,Biotechnology,1
6500000.0,acquired,USA,Mclean,1,2007-02-27,2007-02-27,2002,2,Software,1
7000000.0,operating,ISR,Ra'anana,1,2013-05-21,2013-05-21,2004,1,Biotechnology,1
7476000.0,operating,USA,Olympia,1,2014-04-07,2014-04-07,2012,1,Biotechnology,1
5000000.0,operating,USA,Pasadena,1,2014-03-31,2014-03-31,2012,1,Games,1
,operating,USA,Columbia,1,2012-11-13,2012-11-13,2012,1,Transportation,3
19453775.0,operating,USA,Washington,6,2011-06-30,2014-09-24,2008,1,Big Data Analytics,1
,operating,KEN,Nairobi,1,2014-06-23,2014-06-23,2013,1,Logistics,3
60000.0,operating,USA,Spartanburg,2,2013-02-11,2013-07-16,2013,1,Elder Care,0
20936100.0,operating,BEL,Deurle,2,2013-11-11,2015-05-07,2003,1,Business Information Systems,1
,operating,CAN,Belleville,1,2012-12-16,2012-12-16,2012,1,Entertainment,3
1700000.0,operating,USA,San Francisco,2,2014-05-01,2015-01-04,2012,1,B2B,1
7000000.0,operating,USA,Newton,1,2008-02-14,2008-02-14,1992,1,News,1
4000000.0,ipo,USA,Pleasanton,1,2008-06-05,2008-06-05,2007,2,Content,1
50000.0,operating,USA,Los Angeles,1,2011-04-15,2011-04-15,2011,1,Finance,0
13000000.0,operating,USA,Mountain View,2,2011-04-01,2012-11-01,2009,1,Big Data,1
